group,variable,path
B24136,263E,estimate.total.national_security_and_international_affairs
B25001,001E,estimate.total
B25002,001E,estimate.total
B25002,002E,estimate.total.occupied
B25002,003E,estimate.total.vacant
B25003,001E,estimate.total
B25003,002E,estimate.total.owner_occupied
B25003,003E,estimate.total.renter_occupied
B25003A,001E,estimate.total
B25003A,002E,estimate.total.owner_occupied
B25003A,003E,estimate.total.renter_occupied
B25003B,001E,estimate.total
B25003B,002E,estimate.total.owner_occupied
B25003B,003E,estimate.total.renter_occupied
B25003C,001E,estimate.total
B25003C,002E,estimate.total.owner_occupied
B25003C,003E,estimate.total.renter_occupied
B25003D,001E,estimate.total
B25003D,002E,estimate.total.owner_occupied
B25003D,003E,estimate.total.renter_occupied
B25003E,001E,estimate.total
B25003E,002E,estimate.total.owner_occupied
B25003E,003E,estimate.total.renter_occupied
B25003F,001E,estimate.total
B25003F,002E,estimate.total.owner_occupied
B25003F,003E,estimate.total.renter_occupied
B25003G,001E,estimate.total
B25003G,002E,estimate.total.owner_occupied
B25003G,003E,estimate.total.renter_occupied
B25003H,001E,estimate.total
B25003H,002E,estimate.total.owner_occupied
B25003H,003E,estimate.total.renter_occupied
B25003I,001E,estimate.total
B25003I,002E,estimate.total.owner_occupied
B25003I,003E,estimate.total.renter_occupied
B25004,001E,estimate.total
B25004,002E,estimate.total.for_rent
B25004,004E,estimate.total.for_sale_only
B25004,007E,estimate.total.for_migrant_workers
B25004,008E,estimate.total.other_vacant
B25005,001E,estimate.total
B25005,003E,estimate.total.all_other_vacant_units
B25006,001E,estimate.total
B25006,002E,estimate.total.householder_who_is_white_alone
B25006,003E,estimate.total.householder_who_is_black_or_african_american_alone
B25006,004E,estimate.total.householder_who_is_american_indian_and_alaska_native_alone
B25006,005E,estimate.total.householder_who_is_asian_alone
B25006,006E,estimate.total.householder_who_is_native_hawaiian_and_other_pacific_islander_alone
B25006,007E,estimate.total.householder_who_is_some_other_race_alone
B25006,008E,estimate.total.householder_who_is_two_or_more_races
B25007,001E,estimate.total
B25007,002E,estimate.total.owner_occupied
B25007,003E,estimate.total.owner_occupied.householder_15_to_24_years
B25007,004E,estimate.total.owner_occupied.householder_25_to_34_years
B25007,005E,estimate.total.owner_occupied.householder_35_to_44_years
B25007,006E,estimate.total.owner_occupied.householder_45_to_54_years
B25007,007E,estimate.total.owner_occupied.householder_55_to_59_years
B25007,008E,estimate.total.owner_occupied.householder_60_to_64_years
B25007,009E,estimate.total.owner_occupied.householder_65_to_74_years
B25007,010E,estimate.total.owner_occupied.householder_75_to_84_years
B25007,011E,estimate.total.owner_occupied.householder_85_years_and_over
B25007,012E,estimate.total.renter_occupied
B25007,013E,estimate.total.renter_occupied.householder_15_to_24_years
B25007,014E,estimate.total.renter_occupied.householder_25_to_34_years
B25007,015E,estimate.total.renter_occupied.householder_35_to_44_years
B25007,016E,estimate.total.renter_occupied.householder_45_to_54_years
B25007,017E,estimate.total.renter_occupied.householder_55_to_59_years
B25007,018E,estimate.total.renter_occupied.householder_60_to_64_years
B25007,019E,estimate.total.renter_occupied.householder_65_to_74_years
B25007,020E,estimate.total.renter_occupied.householder_75_to_84_years
B25007,021E,estimate.total.renter_occupied.householder_85_years_and_over
B25008,001E,estimate.total
B25008,002E,estimate.total.owner_occupied
B25008,003E,estimate.total.renter_occupied
B25008A,001E,estimate.total
B25008A,002E,estimate.total.owner_occupied
B25008A,003E,estimate.total.renter_occupied
B25008B,001E,estimate.total
B25008B,002E,estimate.total.owner_occupied
B25008B,003E,estimate.total.renter_occupied
B25008C,001E,estimate.total
B25008C,002E,estimate.total.owner_occupied
B25008C,003E,estimate.total.renter_occupied
B25008D,001E,estimate.total
B25008D,002E,estimate.total.owner_occupied
B25008D,003E,estimate.total.renter_occupied
B25008E,001E,estimate.total
B25008E,002E,estimate.total.owner_occupied
B25008E,003E,estimate.total.renter_occupied
B25008F,001E,estimate.total
B25008F,002E,estimate.total.owner_occupied
B25008F,003E,estimate.total.renter_occupied
B25008G,001E,estimate.total
B25008G,002E,estimate.total.owner_occupied
B25008G,003E,estimate.total.renter_occupied
B25008H,001E,estimate.total
B25008H,002E,estimate.total.owner_occupied
B25008H,003E,estimate.total.renter_occupied
B25008I,001E,estimate.total
B25008I,002E,estimate.total.owner_occupied
B25008I,003E,estimate.total.renter_occupied
B25009,001E,estimate.total
B25009,002E,estimate.total.owner_occupied
B25009,010E,estimate.total.renter_occupied
B25011,001E,estimate.total
B25011,002E,estimate.total.owner_occupied
B25011,003E,estimate.total.owner_occupied.family_households
B25011,008E,estimate.total.owner_occupied.family_households.other_family
B25011,017E,estimate.total.owner_occupied.nonfamily_households
B25011,018E,estimate.total.owner_occupied.nonfamily_households.householder_living_alone
B25011,022E,estimate.total.owner_occupied.nonfamily_households.householder_not_living_alone
B25011,026E,estimate.total.renter_occupied
B25011,027E,estimate.total.renter_occupied.family_households
B25011,032E,estimate.total.renter_occupied.family_households.other_family
B25011,041E,estimate.total.renter_occupied.nonfamily_households
B25011,042E,estimate.total.renter_occupied.nonfamily_households.householder_living_alone
B25011,046E,estimate.total.renter_occupied.nonfamily_households.householder_not_living_alone
B25012,001E,estimate.total
B25013,001E,estimate.total
B25014,001E,estimate.total
B25014,002E,estimate.total.owner_occupied
B25014,008E,estimate.total.renter_occupied
B25014A,001E,estimate.total
B25014B,001E,estimate.total
B25014C,001E,estimate.total
B25014D,001E,estimate.total
B25014E,001E,estimate.total
B25014F,001E,estimate.total
B25014G,001E,estimate.total
B25014H,001E,estimate.total
B25014I,001E,estimate.total
B25015,001E,estimate.total
B25015,002E,estimate.total.owner_occupied
B25015,003E,estimate.total.owner_occupied.householder_15_to_34_years
B25015,007E,estimate.total.owner_occupied.householder_35_to_64_years
B25015,011E,estimate.total.owner_occupied.householder_65_years_and_over
B25015,015E,estimate.total.renter_occupied
B25015,016E,estimate.total.renter_occupied.householder_15_to_34_years
B25015,020E,estimate.total.renter_occupied.householder_35_to_64_years
B25015,024E,estimate.total.renter_occupied.householder_65_years_and_over
B25016,001E,estimate.total
B25016,002E,estimate.total.owner_occupied
B25016,003E,estimate.total.owner_occupied.complete_plumbing_facilities
B25016,007E,estimate.total.owner_occupied.lacking_complete_plumbing_facilities
B25016,011E,estimate.total.renter_occupied
B25016,012E,estimate.total.renter_occupied.complete_plumbing_facilities
B25016,016E,estimate.total.renter_occupied.lacking_complete_plumbing_facilities
B25017,001E,estimate.total
B25017,002E,estimate.total.1_room
B25017,003E,estimate.total.2_rooms
B25017,004E,estimate.total.3_rooms
B25017,005E,estimate.total.4_rooms
B25017,006E,estimate.total.5_rooms
B25017,007E,estimate.total.6_rooms
B25017,008E,estimate.total.7_rooms
B25017,009E,estimate.total.8_rooms
B25017,010E,estimate.total.9_or_more_rooms
B25018,001E,estimate.median_number_of_rooms
B25019,001E,estimate.aggregate_number_of_rooms
B25020,001E,estimate.total
B25020,002E,estimate.total.owner_occupied
B25020,003E,estimate.total.owner_occupied.1_room
B25020,004E,estimate.total.owner_occupied.2_rooms
B25020,005E,estimate.total.owner_occupied.3_rooms
B25020,006E,estimate.total.owner_occupied.4_rooms
B25020,007E,estimate.total.owner_occupied.5_rooms
B25020,008E,estimate.total.owner_occupied.6_rooms
B25020,009E,estimate.total.owner_occupied.7_rooms
B25020,010E,estimate.total.owner_occupied.8_rooms
B25020,011E,estimate.total.owner_occupied.9_or_more_rooms
B25020,012E,estimate.total.renter_occupied
B25020,013E,estimate.total.renter_occupied.1_room
B25020,014E,estimate.total.renter_occupied.2_rooms
B25020,015E,estimate.total.renter_occupied.3_rooms
B25020,016E,estimate.total.renter_occupied.4_rooms
B25020,017E,estimate.total.renter_occupied.5_rooms
B25020,018E,estimate.total.renter_occupied.6_rooms
B25020,019E,estimate.total.renter_occupied.7_rooms
B25020,020E,estimate.total.renter_occupied.8_rooms
B25020,021E,estimate.total.renter_occupied.9_or_more_rooms
B25022,001E,estimate.aggregate_number_of_rooms
B25022,002E,estimate.aggregate_number_of_rooms.owner_occupied
B25022,003E,estimate.aggregate_number_of_rooms.renter_occupied
B25024,001E,estimate.total
B25024,004E,estimate.total.2
B25024,005E,estimate.total.3_or_4
B25024,006E,estimate.total.5_to_9
B25024,007E,estimate.total.10_to_19
B25024,008E,estimate.total.20_to_49
B25024,009E,estimate.total.50_or_more
B25024,010E,estimate.total.mobile_home
B25026,001E,estimate.total_population_in_occupied_housing_units
B25026,002E,estimate.total_population_in_occupied_housing_units.owner_occupied
B25026,003E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_2021_or_later
B25026,004E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_2018_to_2020
B25026,005E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_2010_to_2017
B25026,006E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_2000_to_2009
B25026,007E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_1990_to_1999
B25026,008E,estimate.total_population_in_occupied_housing_units.owner_occupied.moved_in_1989_or_earlier
B25026,009E,estimate.total_population_in_occupied_housing_units.renter_occupied
B25026,010E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_2021_or_later
B25026,011E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_2018_to_2020
B25026,012E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_2010_to_2017
B25026,013E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_2000_to_2009
B25026,014E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_1990_to_1999
B25026,015E,estimate.total_population_in_occupied_housing_units.renter_occupied.moved_in_1989_or_earlier
B25027,001E,estimate.total
B25027,002E,estimate.total.housing_units_with_a_mortgage
B25027,003E,estimate.total.housing_units_with_a_mortgage.householder_15_to_34_years
B25027,004E,estimate.total.housing_units_with_a_mortgage.householder_35_to_44_years
B25027,005E,estimate.total.housing_units_with_a_mortgage.householder_45_to_54_years
B25027,006E,estimate.total.housing_units_with_a_mortgage.householder_55_to_59_years
B25027,007E,estimate.total.housing_units_with_a_mortgage.householder_60_to_64_years
B25027,008E,estimate.total.housing_units_with_a_mortgage.householder_65_to_74_years
B25027,009E,estimate.total.housing_units_with_a_mortgage.householder_75_years_and_over
B25027,010E,estimate.total.housing_units_without_a_mortgage
B25027,011E,estimate.total.housing_units_without_a_mortgage.householder_15_to_34_years
B25027,012E,estimate.total.housing_units_without_a_mortgage.householder_35_to_44_years
B25027,013E,estimate.total.housing_units_without_a_mortgage.householder_45_to_54_years
B25027,014E,estimate.total.housing_units_without_a_mortgage.householder_55_to_59_years
B25027,015E,estimate.total.housing_units_without_a_mortgage.householder_60_to_64_years
B25027,016E,estimate.total.housing_units_without_a_mortgage.householder_65_to_74_years
B25027,017E,estimate.total.housing_units_without_a_mortgage.householder_75_years_and_over
B25032,001E,estimate.total
B25032A,001E,estimate.total
B25032A,004E,estimate.total.2
B25032A,005E,estimate.total.3_or_4
B25032A,006E,estimate.total.5_to_9
B25032A,007E,estimate.total.10_to_19
B25032A,008E,estimate.total.20_to_49
B25032A,009E,estimate.total.50_or_more
B25032A,010E,estimate.total.mobile_home
B25032B,001E,estimate.total
B25032B,004E,estimate.total.2
B25032B,005E,estimate.total.3_or_4
B25032B,006E,estimate.total.5_to_9
B25032B,007E,estimate.total.10_to_19
B25032B,008E,estimate.total.20_to_49
B25032B,009E,estimate.total.50_or_more
B25032B,010E,estimate.total.mobile_home
B25032C,001E,estimate.total
B25032C,004E,estimate.total.2
B25032C,005E,estimate.total.3_or_4
B25032C,006E,estimate.total.5_to_9
B25032C,007E,estimate.total.10_to_19
B25032C,008E,estimate.total.20_to_49
B25032C,009E,estimate.total.50_or_more
B25032C,010E,estimate.total.mobile_home
B25032D,001E,estimate.total
B25032D,004E,estimate.total.2
B25032D,005E,estimate.total.3_or_4
B25032D,006E,estimate.total.5_to_9
B25032D,007E,estimate.total.10_to_19
B25032D,008E,estimate.total.20_to_49
B25032D,009E,estimate.total.50_or_more
B25032D,010E,estimate.total.mobile_home
B25032E,001E,estimate.total
B25032E,004E,estimate.total.2
B25032E,005E,estimate.total.3_or_4
B25032E,006E,estimate.total.5_to_9
B25032E,007E,estimate.total.10_to_19
B25032E,008E,estimate.total.20_to_49
B25032E,009E,estimate.total.50_or_more
B25032E,010E,estimate.total.mobile_home
B25032F,001E,estimate.total
B25032F,004E,estimate.total.2
B25032F,005E,estimate.total.3_or_4
B25032F,006E,estimate.total.5_to_9
B25032F,007E,estimate.total.10_to_19
B25032F,008E,estimate.total.20_to_49
B25032F,009E,estimate.total.50_or_more
B25032F,010E,estimate.total.mobile_home
B25032G,001E,estimate.total
B25032G,004E,estimate.total.2
B25032G,005E,estimate.total.3_or_4
B25032G,006E,estimate.total.5_to_9
B25032G,007E,estimate.total.10_to_19
B25032G,008E,estimate.total.20_to_49
B25032G,009E,estimate.total.50_or_more
B25032G,010E,estimate.total.mobile_home
B25032H,001E,estimate.total
B25032H,004E,estimate.total.2
B25032H,005E,estimate.total.3_or_4
B25032H,006E,estimate.total.5_to_9
B25032H,007E,estimate.total.10_to_19
B25032H,008E,estimate.total.20_to_49
B25032H,009E,estimate.total.50_or_more
B25032H,010E,estimate.total.mobile_home
B25032I,001E,estimate.total
B25032I,004E,estimate.total.2
B25032I,005E,estimate.total.3_or_4
B25032I,006E,estimate.total.5_to_9
B25032I,007E,estimate.total.10_to_19
B25032I,008E,estimate.total.20_to_49
B25032I,009E,estimate.total.50_or_more
B25032I,010E,estimate.total.mobile_home
B25033,001E,estimate.total
B25033,002E,estimate.total.owner_occupied
B25033,004E,estimate.total.owner_occupied.2_to_4
B25033,005E,estimate.total.owner_occupied.5_or_more
B25033,006E,estimate.total.owner_occupied.mobile_home
B25033,008E,estimate.total.renter_occupied
B25033,010E,estimate.total.renter_occupied.2_to_4
B25033,011E,estimate.total.renter_occupied.5_or_more
B25033,012E,estimate.total.renter_occupied.mobile_home
B25034,001E,estimate.total
B25034,002E,estimate.total.built_2020_or_later
B25034,003E,estimate.total.built_2010_to_2019
B25034,004E,estimate.total.built_2000_to_2009
B25034,005E,estimate.total.built_1990_to_1999
B25034,006E,estimate.total.built_1980_to_1989
B25034,007E,estimate.total.built_1970_to_1979
B25034,008E,estimate.total.built_1960_to_1969
B25034,009E,estimate.total.built_1950_to_1959
B25034,010E,estimate.total.built_1940_to_1949
B25034,011E,estimate.total.built_1939_or_earlier
B25035,001E,estimate.median_year_structure_built
B25036,001E,estimate.total
B25036,002E,estimate.total.owner_occupied
B25036,003E,estimate.total.owner_occupied.built_2020_or_later
B25036,004E,estimate.total.owner_occupied.built_2010_to_2019
B25036,005E,estimate.total.owner_occupied.built_2000_to_2009
B25036,006E,estimate.total.owner_occupied.built_1990_to_1999
B25036,007E,estimate.total.owner_occupied.built_1980_to_1989
B25036,008E,estimate.total.owner_occupied.built_1970_to_1979
B25036,009E,estimate.total.owner_occupied.built_1960_to_1969
B25036,010E,estimate.total.owner_occupied.built_1950_to_1959
B25036,011E,estimate.total.owner_occupied.built_1940_to_1949
B25036,012E,estimate.total.owner_occupied.built_1939_or_earlier
B25036,013E,estimate.total.renter_occupied
B25036,014E,estimate.total.renter_occupied.built_2020_or_later
B25036,015E,estimate.total.renter_occupied.built_2010_to_2019
B25036,016E,estimate.total.renter_occupied.built_2000_to_2009
B25036,017E,estimate.total.renter_occupied.built_1990_to_1999
B25036,018E,estimate.total.renter_occupied.built_1980_to_1989
B25036,019E,estimate.total.renter_occupied.built_1970_to_1979
B25036,020E,estimate.total.renter_occupied.built_1960_to_1969
B25036,021E,estimate.total.renter_occupied.built_1950_to_1959
B25036,022E,estimate.total.renter_occupied.built_1940_to_1949
B25036,023E,estimate.total.renter_occupied.built_1939_or_earlier
B25038,001E,estimate.total
B25038,002E,estimate.total.owner_occupied
B25038,003E,estimate.total.owner_occupied.moved_in_2021_or_later
B25038,004E,estimate.total.owner_occupied.moved_in_2018_to_2020
B25038,005E,estimate.total.owner_occupied.moved_in_2010_to_2017
B25038,006E,estimate.total.owner_occupied.moved_in_2000_to_2009
B25038,007E,estimate.total.owner_occupied.moved_in_1990_to_1999
B25038,008E,estimate.total.owner_occupied.moved_in_1989_or_earlier
B25038,009E,estimate.total.renter_occupied
B25038,010E,estimate.total.renter_occupied.moved_in_2021_or_later
B25038,011E,estimate.total.renter_occupied.moved_in_2018_to_2020
B25038,012E,estimate.total.renter_occupied.moved_in_2010_to_2017
B25038,013E,estimate.total.renter_occupied.moved_in_2000_to_2009
B25038,014E,estimate.total.renter_occupied.moved_in_1990_to_1999
B25038,015E,estimate.total.renter_occupied.moved_in_1989_or_earlier
B25040,001E,estimate.total
B25040,002E,estimate.total.utility_gas
B25040,004E,estimate.total.electricity
B25040,006E,estimate.total.coal_or_coke
B25040,007E,estimate.total.wood
B25040,008E,estimate.total.solar_energy
B25040,009E,estimate.total.other_fuel
B25040,010E,estimate.total.no_fuel_used
B25041,001E,estimate.total
B25041,002E,estimate.total.no_bedroom
B25041,003E,estimate.total.1_bedroom
B25041,004E,estimate.total.2_bedrooms
B25041,005E,estimate.total.3_bedrooms
B25041,006E,estimate.total.4_bedrooms
B25041,007E,estimate.total.5_or_more_bedrooms
B25042,001E,estimate.total
B25042,002E,estimate.total.owner_occupied
B25042,003E,estimate.total.owner_occupied.no_bedroom
B25042,004E,estimate.total.owner_occupied.1_bedroom
B25042,005E,estimate.total.owner_occupied.2_bedrooms
B25042,006E,estimate.total.owner_occupied.3_bedrooms
B25042,007E,estimate.total.owner_occupied.4_bedrooms
B25042,008E,estimate.total.owner_occupied.5_or_more_bedrooms
B25042,009E,estimate.total.renter_occupied
B25042,010E,estimate.total.renter_occupied.no_bedroom
B25042,011E,estimate.total.renter_occupied.1_bedroom
B25042,012E,estimate.total.renter_occupied.2_bedrooms
B25042,013E,estimate.total.renter_occupied.3_bedrooms
B25042,014E,estimate.total.renter_occupied.4_bedrooms
B25042,015E,estimate.total.renter_occupied.5_or_more_bedrooms
B25043,001E,estimate.total
B25043,002E,estimate.total.owner_occupied
B25043,003E,estimate.total.owner_occupied.with_telephone_service_available
B25043,004E,estimate.total.owner_occupied.with_telephone_service_available.householder_15_to_34_years
B25043,005E,estimate.total.owner_occupied.with_telephone_service_available.householder_35_to_64_years
B25043,006E,estimate.total.owner_occupied.with_telephone_service_available.householder_65_years_and_over
B25043,007E,estimate.total.owner_occupied.no_telephone_service_available
B25043,008E,estimate.total.owner_occupied.no_telephone_service_available.householder_15_to_34_years
B25043,009E,estimate.total.owner_occupied.no_telephone_service_available.householder_35_to_64_years
B25043,010E,estimate.total.owner_occupied.no_telephone_service_available.householder_65_years_and_over
B25043,011E,estimate.total.renter_occupied
B25043,012E,estimate.total.renter_occupied.with_telephone_service_available
B25043,013E,estimate.total.renter_occupied.with_telephone_service_available.householder_15_to_34_years
B25043,014E,estimate.total.renter_occupied.with_telephone_service_available.householder_35_to_64_years
B25043,015E,estimate.total.renter_occupied.with_telephone_service_available.householder_65_years_and_over
B25043,016E,estimate.total.renter_occupied.no_telephone_service_available
B25043,017E,estimate.total.renter_occupied.no_telephone_service_available.householder_15_to_34_years
B25043,018E,estimate.total.renter_occupied.no_telephone_service_available.householder_35_to_64_years
B25043,019E,estimate.total.renter_occupied.no_telephone_service_available.householder_65_years_and_over
B25044,001E,estimate.total
B25044,002E,estimate.total.owner_occupied
B25044,003E,estimate.total.owner_occupied.no_vehicle_available
B25044,004E,estimate.total.owner_occupied.1_vehicle_available
B25044,005E,estimate.total.owner_occupied.2_vehicles_available
B25044,006E,estimate.total.owner_occupied.3_vehicles_available
B25044,007E,estimate.total.owner_occupied.4_vehicles_available
B25044,008E,estimate.total.owner_occupied.5_or_more_vehicles_available
B25044,009E,estimate.total.renter_occupied
B25044,010E,estimate.total.renter_occupied.no_vehicle_available
B25044,011E,estimate.total.renter_occupied.1_vehicle_available
B25044,012E,estimate.total.renter_occupied.2_vehicles_available
B25044,013E,estimate.total.renter_occupied.3_vehicles_available
B25044,014E,estimate.total.renter_occupied.4_vehicles_available
B25044,015E,estimate.total.renter_occupied.5_or_more_vehicles_available
B25045,001E,estimate.total
B25045,002E,estimate.total.owner_occupied
B25045,003E,estimate.total.owner_occupied.no_vehicle_available
B25045,004E,estimate.total.owner_occupied.no_vehicle_available.householder_15_to_34_years
B25045,005E,estimate.total.owner_occupied.no_vehicle_available.householder_35_to_64_years
B25045,006E,estimate.total.owner_occupied.no_vehicle_available.householder_65_years_and_over
B25045,007E,estimate.total.owner_occupied.1_or_more_vehicles_available
B25045,008E,estimate.total.owner_occupied.1_or_more_vehicles_available.householder_15_to_34_years
B25045,009E,estimate.total.owner_occupied.1_or_more_vehicles_available.householder_35_to_64_years
B25045,010E,estimate.total.owner_occupied.1_or_more_vehicles_available.householder_65_years_and_over
B25045,011E,estimate.total.renter_occupied
B25045,012E,estimate.total.renter_occupied.no_vehicle_available
B25045,013E,estimate.total.renter_occupied.no_vehicle_available.householder_15_to_34_years
B25045,014E,estimate.total.renter_occupied.no_vehicle_available.householder_35_to_64_years
B25045,015E,estimate.total.renter_occupied.no_vehicle_available.householder_65_years_and_over
B25045,016E,estimate.total.renter_occupied.1_or_more_vehicles_available
B25045,017E,estimate.total.renter_occupied.1_or_more_vehicles_available.householder_15_to_34_years
B25045,018E,estimate.total.renter_occupied.1_or_more_vehicles_available.householder_35_to_64_years
B25045,019E,estimate.total.renter_occupied.1_or_more_vehicles_available.householder_65_years_and_over
B25046,001E,estimate.aggregate_number_of_vehicles_available
B25046,002E,estimate.aggregate_number_of_vehicles_available.owner_occupied
B25046,003E,estimate.aggregate_number_of_vehicles_available.renter_occupied
B25047,001E,estimate.total
B25047,002E,estimate.total.complete_plumbing_facilities
B25047,003E,estimate.total.lacking_complete_plumbing_facilities
B25048,001E,estimate.total
B25048,002E,estimate.total.complete_plumbing_facilities
B25048,003E,estimate.total.lacking_complete_plumbing_facilities
B25049,001E,estimate.total
B25049,002E,estimate.total.owner_occupied
B25049,003E,estimate.total.owner_occupied.complete_plumbing_facilities
B25049,004E,estimate.total.owner_occupied.lacking_plumbing_facilities
B25049,005E,estimate.total.renter_occupied
B25049,006E,estimate.total.renter_occupied.complete_plumbing_facilities
B25049,007E,estimate.total.renter_occupied.lacking_plumbing_facilities
B25050,001E,estimate.total
B25050,002E,estimate.total.complete_plumbing_facilities
B25050,011E,estimate.total.lacking_complete_plumbing_facilities
B25051,001E,estimate.total
B25051,002E,estimate.total.complete_kitchen_facilities
B25051,003E,estimate.total.lacking_complete_kitchen_facilities
B25052,001E,estimate.total
B25052,002E,estimate.total.complete_kitchen_facilities
B25052,003E,estimate.total.lacking_complete_kitchen_facilities
B25053,001E,estimate.total
B25053,002E,estimate.total.owner_occupied
B25053,003E,estimate.total.owner_occupied.complete_kitchen_facilities
B25053,004E,estimate.total.owner_occupied.lacking_complete_kitchen_facilities
B25053,005E,estimate.total.renter_occupied
B25053,006E,estimate.total.renter_occupied.complete_kitchen_facilities
B25053,007E,estimate.total.renter_occupied.lacking_complete_kitchen_facilities
B25054,001E,estimate.total
B25054,002E,estimate.total.complete_kitchen_facilities
B25054,003E,estimate.total.complete_kitchen_facilities.meals_included_in_rent
B25054,004E,estimate.total.complete_kitchen_facilities.no_meals_included_in_rent
B25054,005E,estimate.total.lacking_complete_kitchen_facilities
B25054,006E,estimate.total.lacking_complete_kitchen_facilities.meals_included_in_rent
B25054,007E,estimate.total.lacking_complete_kitchen_facilities.no_meals_included_in_rent
B25055,001E,estimate.total
B25055,002E,estimate.total.householder_15_to_54_years
B25055,003E,estimate.total.householder_15_to_54_years.meals_included_in_rent
B25055,004E,estimate.total.householder_15_to_54_years.no_meals_included_in_rent
B25055,005E,estimate.total.householder_55_to_64_years
B25055,006E,estimate.total.householder_55_to_64_years.meals_included_in_rent
B25055,007E,estimate.total.householder_55_to_64_years.no_meals_included_in_rent
B25055,008E,estimate.total.householder_65_to_74_years
B25055,009E,estimate.total.householder_65_to_74_years.meals_included_in_rent
B25055,010E,estimate.total.householder_65_to_74_years.no_meals_included_in_rent
B25055,011E,estimate.total.householder_75_years_and_over
B25055,012E,estimate.total.householder_75_years_and_over.meals_included_in_rent
B25055,013E,estimate.total.householder_75_years_and_over.no_meals_included_in_rent
B25056,001E,estimate.total
B25056,002E,estimate.total.with_cash_rent
B25056,027E,estimate.total.no_cash_rent
B25057,001E,estimate.lower_contract_rent_quartile
B25058,001E,estimate.median_contract_rent
B25059,001E,estimate.upper_contract_rent_quartile
B25060,001E,estimate.aggregate_contract_rent
B25061,001E,estimate.total
B25062,001E,estimate.aggregate_rent_asked
B25063,001E,estimate.total
B25063,002E,estimate.total.with_cash_rent
B25063,027E,estimate.total.no_cash_rent
B25064,001E,estimate.median_gross_rent
B25065,001E,estimate.aggregate_gross_rent
B25066,001E,estimate.aggregate_gross_rent
B25066,003E,estimate.aggregate_gross_rent.2_to_4
B25066,004E,estimate.aggregate_gross_rent.5_to_19
B25066,005E,estimate.aggregate_gross_rent.20_to_49
B25066,006E,estimate.aggregate_gross_rent.50_or_more
B25066,007E,estimate.aggregate_gross_rent.mobile_home
B25067,001E,estimate.aggregate_gross_rent
B25067,002E,estimate.aggregate_gross_rent.meals_included_in_rent
B25067,003E,estimate.aggregate_gross_rent.no_meals_included_in_rent
B25068,001E,estimate.total
B25068,002E,estimate.total.no_bedroom
B25068,003E,estimate.total.no_bedroom.with_cash_rent
B25068,010E,estimate.total.no_bedroom.no_cash_rent
B25068,011E,estimate.total.1_bedroom
B25068,012E,estimate.total.1_bedroom.with_cash_rent
B25068,019E,estimate.total.1_bedroom.no_cash_rent
B25068,020E,estimate.total.2_bedrooms
B25068,021E,estimate.total.2_bedrooms.with_cash_rent
B25068,028E,estimate.total.2_bedrooms.no_cash_rent
B25068,029E,estimate.total.3_or_more_bedrooms
B25068,030E,estimate.total.3_or_more_bedrooms.with_cash_rent
B25068,037E,estimate.total.3_or_more_bedrooms.no_cash_rent
B25069,001E,estimate.total
B25069,002E,estimate.total.pay_extra_for_one_or_more_utilities
B25069,003E,estimate.total.no_extra_payment_for_any_utilities
B25070,001E,estimate.total
B25070,011E,estimate.total.not_computed
B25071,001E,estimate.median_gross_rent_as_a_percentage_of_household_income
B25072,001E,estimate.total
B25072,002E,estimate.total.householder_15_to_24_years
B25072,008E,estimate.total.householder_15_to_24_years.not_computed
B25072,009E,estimate.total.householder_25_to_34_years
B25072,015E,estimate.total.householder_25_to_34_years.not_computed
B25072,016E,estimate.total.householder_35_to_64_years
B25072,022E,estimate.total.householder_35_to_64_years.not_computed
B25072,023E,estimate.total.householder_65_years_and_over
B25072,029E,estimate.total.householder_65_years_and_over.not_computed
B25074,001E,estimate.total
B25075,001E,estimate.total
B25081,001E,estimate.total
B25081,009E,estimate.total.housing_units_without_a_mortgage
B25085,001E,estimate.total
B25087,001E,estimate.total
B25087,002E,estimate.total.housing_units_with_a_mortgage
B25087,020E,estimate.total.housing_units_without_a_mortgage
B25091,001E,estimate.total
B25091,002E,estimate.total.housing_units_with_a_mortgage
B25091,012E,estimate.total.housing_units_with_a_mortgage.not_computed
B25091,013E,estimate.total.housing_units_without_a_mortgage
B25091,023E,estimate.total.housing_units_without_a_mortgage.not_computed
B25093,001E,estimate.total
B25093,002E,estimate.total.householder_15_to_24_years
B25093,008E,estimate.total.householder_15_to_24_years.not_computed
B25093,009E,estimate.total.householder_25_to_34_years
B25093,015E,estimate.total.householder_25_to_34_years.not_computed
B25093,016E,estimate.total.householder_35_to_64_years
B25093,022E,estimate.total.householder_35_to_64_years.not_computed
B25093,023E,estimate.total.householder_65_years_and_over
B25093,029E,estimate.total.householder_65_years_and_over.not_computed
B25094,001E,estimate.total
B25095,001E,estimate.total
B25096,001E,estimate.total
